RecordID,Date,Player,Team,Positive,Neutral,Negative,PopularityScore
421,2025-04-16,Quinton de Kock,Afghanistan,68,16,16,7.6
422,2025-03-04,Nicholas Pooran,South Africa,71,15,14,7.9
423,2024-02-07,Steve Smith,Australia,75,3,22,7.7
424,2023-07-22,Kane Williamson,Bangladesh,68,10,22,7.3
425,2024-02-14,KL Rahul,Pakistan,74,16,10,8.2
426,2023-06-18,Tom Latham,South Africa,77,15,8,8.4
427,2023-11-02,Dasun Shanaka,Sri Lanka,55,17,28,6.3
428,2024-11-11,Jasprit Bumrah,Australia,61,6,33,6.4
429,2025-03-27,Jason Holder,West Indies,69,15,16,7.7
430,2023-06-02,Mustafizur Rahman,New Zealand,70,18,12,7.9
431,2023-04-30,Tom Latham,India,78,14,8,8.5
432,2024-08-16,Virat Kohli,South Africa,67,10,23,7.2
433,2025-01-23,Mujeeb Ur Rahman,Sri Lanka,81,20,0,9.1
434,2025-04-25,Mohammed Shami,Bangladesh,82,10,8,8.7
435,2024-06-27,Mitchell Starc,England,82,13,5,8.8
436,2023-06-03,Shaheen Afridi,New Zealand,86,7,7,8.9
437,2025-02-21,Kane Williamson,Bangladesh,56,11,33,6.2
438,2024-07-28,Temba Bavuma,South Africa,62,3,35,6.3
439,2024-10-05,Yashasvi Jaiswal,Afghanistan,95,18,0,10.4
440,2025-06-17,Jason Holder,Bangladesh,72,5,23,7.5
441,2023-12-09,Kane Williamson,India,58,4,38,6.0
442,2023-03-06,Jasprit Bumrah,Bangladesh,67,20,13,7.7
443,2024-06-28,Suryakumar Yadav,England,82,9,9,8.7
444,2025-03-26,Mohammed Shami,Pakistan,72,17,11,8.1
445,2023-01-02,Pat Cummins,Bangladesh,84,15,1,9.2
446,2025-05-19,Kane Williamson,Australia,71,13,16,7.8
447,2024-12-05,Rashid Khan,Pakistan,62,16,22,7.0
448,2023-02-11,Nicholas Pooran,West Indies,55,15,30,6.2
449,2025-05-12,Harry Brook,Australia,91,5,4,9.4
450,2024-10-28,Rishabh Pant,Sri Lanka,68,6,26,7.1
451,2025-04-22,Travis Head,Bangladesh,92,8,0,9.6
452,2025-01-28,Jasprit Bumrah,Sri Lanka,79,3,18,8.1
453,2025-03-25,Shaheen Afridi,England,70,3,27,7.1
454,2025-01-17,Temba Bavuma,India,82,20,0,9.2
455,2024-06-22,Rohit Sharma,Afghanistan,92,16,0,10.0
456,2024-04-29,Suryakumar Yadav,Pakistan,72,7,21,7.5
457,2024-10-15,Fakhar Zaman,South Africa,84,11,5,8.9
458,2023-02-26,Jos Buttler,Afghanistan,58,11,31,6.3
459,2024-08-06,Mujeeb Ur Rahman,England,72,13,15,7.9
460,2023-02-24,Shaheen Afridi,Bangladesh,82,5,13,8.4
461,2024-09-23,Quinton de Kock,England,73,6,21,7.6
462,2024-07-13,Devon Conway,South Africa,86,20,0,9.6
463,2024-06-01,Mitchell Starc,Bangladesh,85,6,9,8.8
464,2024-11-30,KL Rahul,South Africa,89,13,0,9.5
465,2023-12-01,Joe Root,New Zealand,65,18,17,7.4
466,2023-06-02,Dasun Shanaka,New Zealand,55,11,34,6.0
467,2023-07-23,KL Rahul,India,79,12,9,8.5
468,2024-06-15,Rahmanullah Gurbaz,New Zealand,78,14,8,8.5
469,2024-05-21,Mohammed Shami,West Indies,90,9,1,9.4
470,2024-10-31,Dasun Shanaka,England,69,6,25,7.2
471,2023-02-08,Babar Azam,New Zealand,70,4,26,7.2
472,2023-01-21,Temba Bavuma,South Africa,79,12,9,8.5
473,2024-03-14,Yashasvi Jaiswal,Pakistan,90,10,0,9.5
474,2025-04-24,Mustafizur Rahman,South Africa,76,11,13,8.1
475,2025-01-07,Jos Buttler,Sri Lanka,95,16,0,10.3
476,2023-10-27,Jofra Archer,England,91,17,0,9.9
477,2024-01-03,Shakib Al Hasan,South Africa,73,15,12,8.1
478,2024-11-30,Jasprit Bumrah,West Indies,72,14,14,7.9
479,2025-01-02,Mitchell Starc,Sri Lanka,78,19,3,8.8
480,2025-01-24,Ben Stokes,India,73,16,11,8.1
481,2024-06-05,Kusal Mendis,New Zealand,73,9,18,7.8
482,2024-04-07,Rahmanullah Gurbaz,Pakistan,79,15,6,8.7
483,2024-05-29,Rahmanullah Gurbaz,Australia,67,7,26,7.0
484,2023-06-28,Glenn Maxwell,New Zealand,75,17,8,8.3
485,2025-05-25,Kusal Mendis,India,63,5,32,6.6
486,2023-07-26,Jason Holder,New Zealand,69,17,14,7.8
487,2024-03-02,Rohit Sharma,Australia,81,19,0,9.1
488,2024-11-26,Rahmanullah Gurbaz,Bangladesh,95,17,0,10.3
489,2025-01-16,Angelo Mathews,England,63,13,24,6.9
490,2023-12-13,Devon Conway,New Zealand,72,12,16,7.8
491,2024-06-18,Kagiso Rabada,England,55,20,25,6.5
492,2024-12-01,Shakib Al Hasan,Bangladesh,60,3,37,6.2
493,2023-10-22,Kusal Mendis,Bangladesh,73,11,16,7.9
494,2024-03-02,Yashasvi Jaiswal,Australia,60,19,21,6.9
495,2024-11-20,Rashid Khan,England,70,15,15,7.8
496,2023-04-08,Quinton de Kock,India,67,7,26,7.0
497,2024-10-08,KL Rahul,Sri Lanka,88,5,7,9.1
498,2025-03-19,Shimron Hetmyer,Afghanistan,60,16,24,6.8
499,2024-12-08,Suryakumar Yadav,Afghanistan,72,18,10,8.1
500,2023-04-11,Shakib Al Hasan,Sri Lanka,70,7,23,7.3
501,2024-04-09,Jasprit Bumrah,Afghanistan,73,6,21,7.6
502,2024-03-24,Rohit Sharma,South Africa,92,16,0,10.0
503,2025-04-10,Jos Buttler,Australia,94,19,0,10.3
504,2023-05-19,Pat Cummins,Afghanistan,80,18,2,8.9
505,2024-01-02,Jason Holder,South Africa,95,8,0,9.9
506,2024-09-06,Kagiso Rabada,Australia,65,11,24,7.0
507,2024-06-03,Shimron Hetmyer,Sri Lanka,63,12,25,6.9
508,2023-09-11,Mohammed Shami,West Indies,80,15,5,8.8
509,2023-05-06,Kane Williamson,West Indies,69,4,27,7.1
510,2024-09-03,Jonny Bairstow,Australia,74,4,22,7.6
511,2023-03-25,Yashasvi Jaiswal,Bangladesh,55,9,36,5.9
512,2023-07-02,KL Rahul,Pakistan,64,16,20,7.2
513,2024-06-27,Trent Boult,West Indies,76,10,14,8.1
514,2025-02-02,Jason Holder,England,74,13,13,8.1
515,2024-06-02,David Warner,Bangladesh,56,11,33,6.2
516,2024-01-26,Dasun Shanaka,Pakistan,94,18,0,10.3
517,2024-03-16,Kusal Mendis,Afghanistan,88,6,6,9.1
518,2024-01-25,Mustafizur Rahman,India,67,14,19,7.4
519,2023-11-07,Dasun Shanaka,South Africa,89,3,8,9.1
520,2023-10-13,Yashasvi Jaiswal,New Zealand,79,5,16,8.1
521,2024-01-27,Aiden Markram,Pakistan,74,3,23,7.5
522,2023-01-31,Yashasvi Jaiswal,West Indies,92,14,0,9.9
523,2025-01-07,Suryakumar Yadav,West Indies,80,6,14,8.3
524,2024-10-07,Shaheen Afridi,India,77,7,16,8.1
525,2023-06-17,Babar Azam,South Africa,76,15,9,8.3
526,2025-05-06,Kusal Mendis,Australia,83,16,1,9.1
527,2024-06-13,Mohammed Shami,West Indies,87,10,3,9.2
528,2023-08-13,Steve Smith,South Africa,77,14,9,8.4
529,2024-06-25,Ben Stokes,England,63,20,17,7.3
530,2023-10-10,Aiden Markram,India,57,15,28,6.5
531,2025-03-08,Shaheen Afridi,England,80,18,2,8.9
532,2025-04-24,Andre Russell,New Zealand,86,7,7,8.9
533,2023-06-24,Rishabh Pant,Bangladesh,68,3,29,6.9
534,2023-08-30,Quinton de Kock,Pakistan,64,19,17,7.3
535,2024-02-05,Jos Buttler,Australia,81,10,9,8.6
536,2024-03-12,Pat Cummins,England,56,16,28,6.4
537,2025-02-05,Jos Buttler,South Africa,63,6,31,6.6
538,2024-03-16,Mohammad Rizwan,India,94,19,0,10.3
539,2023-08-23,Fakhar Zaman,England,65,19,16,7.5
540,2024-01-28,Shimron Hetmyer,Bangladesh,55,11,34,6.0
541,2024-02-18,Kagiso Rabada,India,61,10,29,6.6
542,2025-01-20,Mohammad Rizwan,Sri Lanka,79,7,14,8.2
543,2024-11-11,Jos Buttler,Pakistan,69,20,11,7.9
544,2023-06-10,Dasun Shanaka,Pakistan,89,17,0,9.8
545,2024-05-29,Trent Boult,Australia,68,4,28,7.0
546,2023-10-02,Ravindra Jadeja,Bangladesh,71,16,13,7.9
547,2023-11-07,Jos Buttler,West Indies,86,15,0,9.4
548,2025-01-03,Jasprit Bumrah,Afghanistan,64,19,17,7.3
549,2025-01-29,Virat Kohli,South Africa,94,18,0,10.3
550,2024-05-21,Pat Cummins,Bangladesh,75,5,20,7.8
551,2025-06-19,Nicholas Pooran,England,73,11,16,7.9
552,2025-01-15,Babar Azam,West Indies,83,7,10,8.7
553,2023-09-02,Hardik Pandya,Australia,71,7,22,7.5
554,2023-01-09,Aiden Markram,England,73,19,8,8.2
555,2024-08-11,Jasprit Bumrah,India,55,17,28,6.3
556,2025-06-03,Shakib Al Hasan,South Africa,84,8,8,8.8
557,2025-05-23,Devon Conway,England,88,15,0,9.5
558,2024-08-22,Jasprit Bumrah,South Africa,80,18,2,8.9
559,2024-01-11,Shakib Al Hasan,Bangladesh,60,20,20,7.0
560,2024-02-08,Suryakumar Yadav,Bangladesh,73,13,14,8.0
561,2023-06-13,Yashasvi Jaiswal,India,65,18,17,7.4
562,2024-12-06,KL Rahul,India,81,5,14,8.3
563,2024-10-28,Jonny Bairstow,New Zealand,83,16,1,9.1
564,2024-10-24,Mustafizur Rahman,England,94,20,0,10.4
565,2023-12-16,Yashasvi Jaiswal,India,91,3,6,9.2
566,2023-07-24,Kusal Mendis,South Africa,76,3,21,7.8
567,2025-02-08,Steve Smith,Australia,64,14,22,7.1
568,2023-08-21,Jason Holder,New Zealand,83,16,1,9.1
569,2024-07-30,Jos Buttler,South Africa,57,19,24,6.7
570,2024-04-28,Aiden Markram,England,70,7,23,7.3
571,2025-06-18,Travis Head,India,55,18,27,6.4
572,2025-03-12,Trent Boult,India,65,7,28,6.9
573,2023-06-12,KL Rahul,Sri Lanka,66,8,26,7.0
574,2023-01-19,Kusal Mendis,Bangladesh,88,15,0,9.5
575,2024-06-17,Ravindra Jadeja,England,75,8,17,7.9
576,2024-01-01,Steve Smith,England,65,8,27,6.9
577,2023-10-07,Kane Williamson,Bangladesh,62,10,28,6.7
578,2025-06-19,Mustafizur Rahman,Pakistan,89,6,5,9.2
579,2024-10-24,Glenn Maxwell,Pakistan,67,20,13,7.7
580,2024-01-08,Ben Stokes,Pakistan,84,6,10,8.7
581,2023-09-09,Mohammad Rizwan,West Indies,70,17,13,7.9
582,2024-11-04,Shimron Hetmyer,India,68,18,14,7.7
583,2024-09-05,Wanindu Hasaranga,England,94,15,0,10.1
584,2024-11-21,Mustafizur Rahman,West Indies,59,5,36,6.2
585,2023-04-20,Harry Brook,England,72,3,25,7.3
586,2024-03-20,Harry Brook,Pakistan,58,8,34,6.2
587,2025-02-24,Ben Stokes,Afghanistan,87,15,0,9.4
588,2024-03-19,Virat Kohli,South Africa,75,10,15,8.0
589,2024-05-26,Suryakumar Yadav,England,92,6,2,9.5
590,2025-01-16,Glenn Maxwell,India,70,13,17,7.7
591,2023-12-13,Fakhar Zaman,Australia,86,7,7,8.9
592,2024-02-10,Mustafizur Rahman,New Zealand,89,7,4,9.2
593,2025-02-24,Shimron Hetmyer,West Indies,81,16,3,8.9
594,2023-04-23,Shimron Hetmyer,Sri Lanka,61,18,21,7.0
595,2025-03-31,Dasun Shanaka,Afghanistan,58,10,32,6.3
596,2024-02-16,Mujeeb Ur Rahman,England,77,4,19,7.9
597,2025-04-13,KL Rahul,Sri Lanka,57,8,35,6.1
598,2025-03-29,Jos Buttler,Afghanistan,62,11,27,6.8
599,2023-08-16,Dasun Shanaka,Afghanistan,70,7,23,7.3
600,2023-10-17,MS Dhoni,Pakistan,79,11,10,8.4
601,2023-07-24,Mohammed Shami,South Africa,75,16,9,8.3
602,2023-11-03,Mohammed Shami,Australia,72,5,23,7.5
603,2023-10-10,Wanindu Hasaranga,South Africa,55,18,27,6.4
604,2023-09-27,Mustafizur Rahman,Australia,70,4,26,7.2
605,2025-04-27,Wanindu Hasaranga,Pakistan,67,10,23,7.2
606,2025-01-21,MS Dhoni,India,63,13,24,6.9
607,2023-06-14,Jasprit Bumrah,England,90,12,0,9.6
608,2024-09-25,Mitchell Starc,Sri Lanka,60,19,21,6.9
609,2024-02-28,Litton Das,South Africa,66,3,31,6.8
610,2023-02-26,Jasprit Bumrah,South Africa,58,19,23,6.8
611,2023-08-05,Yashasvi Jaiswal,New Zealand,71,16,13,7.9
612,2024-07-23,Jason Holder,Afghanistan,85,18,0,9.4
613,2023-07-21,Devon Conway,Australia,85,11,4,9.1
614,2025-02-08,Harry Brook,Pakistan,55,15,30,6.2
615,2023-03-20,Jonny Bairstow,England,68,14,18,7.5
616,2024-10-05,Kane Williamson,Bangladesh,67,12,21,7.3
617,2023-01-30,Shimron Hetmyer,Australia,60,3,37,6.2
618,2023-01-24,Devon Conway,Afghanistan,85,7,8,8.8
619,2023-07-08,Fakhar Zaman,Sri Lanka,94,13,0,10.0
620,2024-01-07,Shaheen Afridi,West Indies,80,5,15,8.2
621,2024-01-15,Mustafizur Rahman,India,74,7,19,7.8
622,2024-03-27,Aiden Markram,Bangladesh,62,5,33,6.5
623,2025-02-08,Travis Head,New Zealand,67,16,17,7.5
624,2023-06-08,Jos Buttler,India,70,11,19,7.5
625,2023-12-30,Tom Latham,West Indies,61,18,21,7.0
626,2023-01-09,Pat Cummins,Afghanistan,91,4,5,9.3
627,2024-06-10,Aiden Markram,Bangladesh,66,9,25,7.0
628,2024-08-23,Rohit Sharma,New Zealand,61,4,35,6.3
629,2024-12-27,Jofra Archer,Sri Lanka,61,9,30,6.6
630,2023-05-20,Mujeeb Ur Rahman,New Zealand,65,5,30,6.8
631,2025-02-04,Pat Cummins,Afghanistan,89,12,0,9.5
632,2024-04-19,Jos Buttler,South Africa,94,8,0,9.8
633,2025-06-16,Mohammed Shami,Pakistan,84,16,0,9.2
634,2023-12-01,Rishabh Pant,South Africa,93,14,0,10.0
635,2024-11-29,Steve Smith,England,68,19,13,7.8
636,2024-02-07,Ben Stokes,Afghanistan,79,5,16,8.1
637,2024-02-18,Mustafizur Rahman,West Indies,79,12,9,8.5
638,2024-10-25,Jofra Archer,West Indies,74,6,20,7.7
639,2023-08-02,Jos Buttler,India,73,3,24,7.5
640,2025-06-18,Aiden Markram,Pakistan,72,7,21,7.5
641,2023-11-04,Mustafizur Rahman,Afghanistan,65,20,15,7.5
642,2023-08-08,Rishabh Pant,Australia,70,7,23,7.3
643,2024-08-11,David Warner,Afghanistan,83,7,10,8.7
644,2024-01-29,Kane Williamson,South Africa,69,18,13,7.8
645,2025-02-08,Ravindra Jadeja,Pakistan,79,13,8,8.6
646,2024-03-05,Yashasvi Jaiswal,Sri Lanka,58,13,29,6.5
647,2024-03-28,Temba Bavuma,Sri Lanka,68,8,24,7.2
648,2023-05-03,Shaheen Afridi,Bangladesh,92,5,3,9.4
649,2023-02-24,MS Dhoni,England,82,7,11,8.6
650,2025-04-04,Glenn Maxwell,England,74,5,21,7.7
651,2024-05-02,Ravindra Jadeja,Pakistan,68,9,23,7.2
652,2025-01-15,Rashid Khan,South Africa,92,3,5,9.4
653,2023-08-10,Aiden Markram,Pakistan,88,3,9,8.9
654,2025-01-03,Rishabh Pant,Australia,81,19,0,9.1
655,2024-06-28,Mustafizur Rahman,India,66,19,15,7.5
656,2023-01-28,Wanindu Hasaranga,Afghanistan,80,11,9,8.6
657,2025-04-19,Jos Buttler,Sri Lanka,95,7,0,9.8
658,2025-02-24,Joe Root,England,85,3,12,8.7
659,2024-12-14,MS Dhoni,Pakistan,72,19,9,8.1
660,2023-07-11,Glenn Maxwell,India,58,18,24,6.7
661,2023-11-10,Kusal Mendis,England,71,9,20,7.5
662,2024-08-20,Shubman Gill,India,64,9,27,6.9
663,2025-04-13,Aiden Markram,Bangladesh,63,3,34,6.5
664,2024-08-24,Rohit Sharma,South Africa,66,18,16,7.5
665,2025-06-01,Yashasvi Jaiswal,India,68,6,26,7.1
666,2024-12-22,Mustafizur Rahman,South Africa,65,7,28,6.9
667,2023-05-20,Jason Holder,India,87,19,0,9.7
668,2023-03-10,Litton Das,Australia,75,18,7,8.4
669,2023-02-18,Mohammad Rizwan,South Africa,74,14,12,8.1
670,2024-11-23,Wanindu Hasaranga,West Indies,70,7,23,7.3
671,2023-07-23,Glenn Maxwell,New Zealand,60,14,26,6.7
672,2023-06-10,Angelo Mathews,Bangladesh,59,9,32,6.3
673,2024-10-13,Pat Cummins,Pakistan,65,20,15,7.5
674,2024-01-07,Virat Kohli,West Indies,57,14,29,6.4
675,2023-07-11,Pat Cummins,West Indies,81,12,7,8.7
676,2025-06-06,Jasprit Bumrah,Afghanistan,66,18,16,7.5
677,2023-02-28,Quinton de Kock,Australia,66,19,15,7.5
678,2024-10-27,Rashid Khan,Bangladesh,76,9,15,8.1
679,2024-10-27,Devon Conway,Afghanistan,60,18,22,6.9
680,2023-03-15,Jasprit Bumrah,Australia,92,19,0,10.1
681,2024-10-03,Shakib Al Hasan,Bangladesh,63,13,24,6.9
682,2025-01-23,Steve Smith,Afghanistan,57,11,32,6.2
683,2024-06-24,Rohit Sharma,India,71,10,19,7.6
684,2024-12-27,Temba Bavuma,Bangladesh,74,17,9,8.2
685,2024-06-03,Mustafizur Rahman,England,59,16,25,6.7
686,2023-03-13,Jonny Bairstow,England,59,11,30,6.5
687,2025-02-17,Mohammad Rizwan,Afghanistan,70,17,13,7.9
688,2024-08-26,Harry Brook,New Zealand,88,15,0,9.5
689,2024-04-02,Rashid Khan,South Africa,85,12,3,9.1
690,2023-11-01,Quinton de Kock,West Indies,74,5,21,7.7
691,2023-04-13,Jason Holder,South Africa,55,7,38,5.8
692,2023-10-28,Steve Smith,England,78,16,6,8.6
693,2023-05-20,Virat Kohli,Pakistan,79,7,14,8.2
694,2023-06-20,Rahmanullah Gurbaz,New Zealand,81,16,3,8.9
695,2023-09-03,Yashasvi Jaiswal,England,95,6,0,9.8
696,2024-10-10,Travis Head,Bangladesh,61,10,29,6.6
697,2024-12-20,Fakhar Zaman,Australia,55,3,42,5.6
698,2023-12-11,Mujeeb Ur Rahman,England,73,14,13,8.0
699,2023-10-12,Kagiso Rabada,Sri Lanka,95,12,0,10.1
700,2024-05-28,David Warner,Afghanistan,74,13,13,8.1
701,2024-08-07,Fakhar Zaman,Sri Lanka,62,18,20,7.1
702,2023-10-14,Jason Holder,England,62,6,32,6.5
703,2025-04-04,Nicholas Pooran,Bangladesh,90,5,5,9.2
704,2025-05-23,Andre Russell,Australia,59,4,37,6.1
705,2024-06-08,Travis Head,Bangladesh,84,18,0,9.3
706,2023-11-24,Hardik Pandya,India,70,15,15,7.8
707,2024-11-14,Jasprit Bumrah,South Africa,79,5,16,8.1
708,2024-02-24,Steve Smith,New Zealand,78,20,2,8.8
709,2023-12-08,Aiden Markram,West Indies,72,15,13,8.0
710,2025-05-31,Jofra Archer,Afghanistan,76,7,17,8.0
711,2025-05-20,Devon Conway,England,79,8,13,8.3
712,2024-03-12,Shubman Gill,Australia,64,15,21,7.1
713,2023-11-24,Yashasvi Jaiswal,West Indies,69,5,26,7.1
714,2024-01-19,Ben Stokes,Pakistan,64,16,20,7.2
715,2024-09-25,Jonny Bairstow,South Africa,81,9,10,8.6
716,2024-07-07,Steve Smith,Afghanistan,72,14,14,7.9
717,2025-04-11,Kane Williamson,Bangladesh,57,5,38,5.9
718,2024-01-18,Suryakumar Yadav,South Africa,74,16,10,8.2
719,2024-08-31,Nicholas Pooran,Sri Lanka,90,3,7,9.2
720,2023-08-17,Rashid Khan,Sri Lanka,72,14,14,7.9
721,2024-01-06,Aiden Markram,Sri Lanka,81,11,8,8.7
722,2024-04-19,Shimron Hetmyer,South Africa,65,4,31,6.7
723,2023-04-12,David Warner,West Indies,81,5,14,8.3
724,2024-06-29,Hardik Pandya,New Zealand,78,19,3,8.8
725,2024-11-08,Jasprit Bumrah,Australia,56,8,36,6.0
726,2023-05-27,Shubman Gill,New Zealand,86,11,3,9.2
727,2024-05-06,Devon Conway,Bangladesh,95,11,0,10.0
728,2023-09-30,Jofra Archer,West Indies,92,19,0,10.1
729,2023-07-13,Kane Williamson,Bangladesh,58,13,29,6.5
730,2023-04-20,Rohit Sharma,Pakistan,88,10,2,9.3
731,2024-05-07,Fakhar Zaman,Bangladesh,88,11,1,9.4
732,2023-12-17,Suryakumar Yadav,Australia,89,16,0,9.7
733,2025-04-03,Joe Root,Bangladesh,61,11,28,6.7
734,2023-08-13,Wanindu Hasaranga,England,82,4,14,8.4
735,2023-12-11,Rishabh Pant,South Africa,65,4,31,6.7
736,2024-02-11,Jos Buttler,England,57,17,26,6.6
737,2025-05-05,Shakib Al Hasan,England,89,4,7,9.1
738,2024-10-02,Wanindu Hasaranga,Australia,69,11,20,7.5
739,2024-10-18,Trent Boult,Sri Lanka,65,9,26,6.9
740,2025-03-28,Pat Cummins,Afghanistan,87,17,0,9.5
741,2023-07-31,Mustafizur Rahman,England,70,4,26,7.2
742,2025-01-17,Devon Conway,Bangladesh,88,6,6,9.1
743,2024-10-28,Ravindra Jadeja,Afghanistan,79,19,2,8.8
744,2024-05-15,Aiden Markram,Pakistan,89,9,2,9.4
745,2024-07-24,Kusal Mendis,Pakistan,81,5,14,8.3
746,2023-03-04,Wanindu Hasaranga,South Africa,64,4,32,6.6
747,2025-04-26,Dasun Shanaka,Bangladesh,55,14,31,6.2
748,2023-10-01,Virat Kohli,India,67,5,28,6.9
749,2024-12-25,Temba Bavuma,England,57,14,29,6.4
750,2023-09-04,Kane Williamson,Pakistan,63,17,20,7.1
751,2023-10-02,Pat Cummins,England,66,13,21,7.2
752,2023-02-22,Tom Latham,New Zealand,89,7,4,9.2
753,2024-08-13,Dasun Shanaka,New Zealand,94,3,3,9.5
754,2025-05-15,Rahmanullah Gurbaz,Australia,67,13,20,7.3
755,2024-02-25,Angelo Mathews,Australia,91,11,0,9.7
756,2024-08-15,Ben Stokes,Pakistan,95,16,0,10.3
757,2023-05-13,Ben Stokes,Bangladesh,78,14,8,8.5
758,2023-12-27,Kagiso Rabada,Australia,66,15,19,7.3
759,2023-01-12,Shubman Gill,Bangladesh,95,15,0,10.2
760,2024-08-29,Tom Latham,Australia,72,14,14,7.9
761,2023-10-23,Fakhar Zaman,Afghanistan,66,19,15,7.5
762,2024-04-08,Glenn Maxwell,New Zealand,61,9,30,6.6
763,2024-07-11,David Warner,England,60,3,37,6.2
764,2024-05-27,Mustafizur Rahman,Sri Lanka,87,3,10,8.8
765,2025-03-22,Quinton de Kock,Bangladesh,80,20,0,9.0
766,2025-05-01,Shaheen Afridi,India,87,14,0,9.4
767,2024-01-14,Shakib Al Hasan,India,81,4,15,8.3
768,2023-12-18,Rohit Sharma,South Africa,81,17,2,8.9
769,2023-11-29,Yashasvi Jaiswal,England,63,10,27,6.8
770,2024-01-01,Virat Kohli,Pakistan,55,15,30,6.2
771,2024-06-24,Litton Das,South Africa,67,17,16,7.5
772,2023-08-19,Mohammed Shami,South Africa,79,3,18,8.1
773,2024-07-07,Kagiso Rabada,West Indies,75,18,7,8.4
774,2023-05-29,Dasun Shanaka,Sri Lanka,73,14,13,8.0
775,2023-07-15,Hardik Pandya,South Africa,84,7,9,8.8
776,2024-02-03,Steve Smith,New Zealand,90,8,2,9.4
777,2024-03-27,Kusal Mendis,West Indies,86,17,0,9.4
778,2023-11-03,KL Rahul,England,92,8,0,9.6
779,2024-07-02,Angelo Mathews,England,78,6,16,8.1
780,2023-06-05,Glenn Maxwell,Bangladesh,89,5,6,9.2
781,2023-11-08,Fakhar Zaman,India,84,3,13,8.6
782,2024-07-08,Shaheen Afridi,West Indies,82,7,11,8.6
783,2024-07-20,Jofra Archer,South Africa,69,10,21,7.4
784,2024-08-30,Jofra Archer,England,61,9,30,6.6
785,2024-12-08,Trent Boult,New Zealand,88,3,9,8.9
786,2024-01-31,Harry Brook,Australia,95,12,0,10.1
787,2023-10-11,Nicholas Pooran,Australia,65,17,18,7.3
788,2025-05-27,Rohit Sharma,South Africa,85,4,11,8.7
789,2023-01-22,Ben Stokes,Bangladesh,88,9,3,9.2
790,2024-05-30,Fakhar Zaman,India,73,4,23,7.5
791,2024-02-26,Nicholas Pooran,Sri Lanka,57,6,37,6.0
792,2025-02-07,Andre Russell,England,87,13,0,9.4
793,2025-05-02,Litton Das,New Zealand,61,8,31,6.5
794,2025-04-06,Temba Bavuma,West Indies,77,16,7,8.5
795,2023-03-08,Pat Cummins,New Zealand,70,18,12,7.9
796,2023-07-07,Jason Holder,Pakistan,82,12,6,8.8
797,2023-02-04,Glenn Maxwell,Bangladesh,60,10,30,6.5
798,2023-01-14,Mohammad Rizwan,South Africa,82,6,12,8.5
799,2023-01-31,Mohammed Shami,Australia,60,20,20,7.0
800,2024-02-12,Jonny Bairstow,West Indies,70,13,17,7.7
801,2023-12-14,Andre Russell,South Africa,86,18,0,9.5
802,2024-11-28,Aiden Markram,Australia,75,4,21,7.7
803,2025-05-12,Shaheen Afridi,Australia,83,6,11,8.6
804,2025-05-31,Shakib Al Hasan,Pakistan,90,13,0,9.7
805,2024-10-06,Kagiso Rabada,India,86,19,0,9.5
806,2024-11-27,Jos Buttler,India,70,8,22,7.4
807,2024-06-01,Aiden Markram,New Zealand,78,3,19,8.0
808,2025-06-02,David Warner,West Indies,60,4,36,6.2
809,2024-06-17,Nicholas Pooran,Bangladesh,76,10,14,8.1
810,2023-01-16,Glenn Maxwell,West Indies,57,14,29,6.4
811,2024-01-30,Kagiso Rabada,South Africa,78,16,6,8.6
812,2025-02-14,Steve Smith,England,71,16,13,7.9
813,2024-12-09,Steve Smith,England,63,16,21,7.1
814,2023-07-15,Shimron Hetmyer,South Africa,62,11,27,6.8
815,2023-12-01,Ben Stokes,Bangladesh,87,6,7,9.0
816,2023-11-19,Rishabh Pant,New Zealand,77,7,16,8.1
817,2024-01-12,Harry Brook,Sri Lanka,75,15,10,8.2
818,2024-01-30,Kusal Mendis,South Africa,58,15,27,6.6
819,2024-10-19,Jasprit Bumrah,Afghanistan,64,13,23,7.0
820,2024-08-04,Dasun Shanaka,Sri Lanka,92,18,0,10.1
821,2024-11-11,MS Dhoni,Sri Lanka,61,5,34,6.3
822,2024-02-20,Aiden Markram,India,55,14,31,6.2
823,2023-04-01,Rashid Khan,South Africa,92,3,5,9.4
824,2023-12-31,Rashid Khan,Bangladesh,55,5,40,5.8
825,2024-06-25,Dasun Shanaka,Sri Lanka,56,8,36,6.0
826,2023-02-25,Angelo Mathews,West Indies,56,16,28,6.4
827,2023-10-13,Mustafizur Rahman,South Africa,76,18,6,8.5
828,2023-02-05,Rohit Sharma,India,70,17,13,7.9
829,2023-02-25,Nicholas Pooran,Australia,57,7,36,6.0
830,2024-04-27,Virat Kohli,South Africa,87,10,3,9.2
831,2024-09-01,Rashid Khan,India,68,13,19,7.5
832,2024-12-15,Temba Bavuma,Australia,69,7,24,7.2
833,2023-09-26,Dasun Shanaka,Afghanistan,93,13,0,9.9
834,2023-05-20,Ravindra Jadeja,Australia,91,10,0,9.6
835,2023-06-14,Ravindra Jadeja,Bangladesh,81,11,8,8.7
836,2023-01-20,Shimron Hetmyer,New Zealand,76,9,15,8.1
837,2025-05-10,Wanindu Hasaranga,Pakistan,80,11,9,8.6
838,2024-04-15,Rashid Khan,West Indies,93,4,3,9.5
839,2023-02-28,Angelo Mathews,New Zealand,65,14,21,7.2
840,2024-06-05,Tom Latham,Bangladesh,77,18,5,8.6
